ID,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10
3362,19949.993,15763.3,14199,1595,8,20,48,6,2,9200
3363,11999.96,10399.2,27727,1197,7,28,161,6,3,5300
3364,3599.988,3974.6,98734,1149,17,26,124,6,10,1450
3365,6442.566667,8062,1237,1798,9,27,228,6,0,7500
3366,7497,10126,137247,1598,8,24,76,6,8,2800
3367,6498.6,11000.9,2212,1997,7,6,215,3,0,5800
3368,6599.978,13722.4,147189,1798,17,1,54,6,9,1550
3369,5699.981,9938.4,87784,1388,7,9,164,6,9,1700
3370,6510.085,6463.3,8538,1598,7,28,268,3,1,8700
3371,9899.967,16117.6,111272,1390,7,32,347,6,9,3400
3373,5900.02,8869.6,214178,1995,14,26,221,3,10,2850
3374,8349.992,12033.7,124476,1870,7,26,318,3,7,2700
3375,9611.341667,6372.6,8740,1984,14,32,193,6,0,15600
3376,2755.092857,6789.6,3143,999,17,32,282,6,0,4350
3377,19327.7,20143.4,13135,1399,14,24,76,6,0,5400
3378,2941.183333,141.1,14498,1582,14,11,384,3,0,8000
3379,7205.587143,6967.4,2000,1984,17,32,178,6,0,15700
3380,7900.053,13960,56829,998,7,31,377,6,6,800
3381,15799.987,18495.4,69311,1796,7,20,95,6,8,6600
3382,3332,5882.4,52893,1399,8,4,218,6,11,750
3383,10250.065,17000,177016,2987,7,14,197,3,11,4500
3384,2599.991333,8186.5,91734,1149,14,26,352,6,8,625
3385,22941.2,45088.5,13021,1968,0,1,54,3,0,4050
3386,13600.034,18567.2,39212,1598,21,2,255,6,8,7200
3387,6899.977,10755.8,66619,1229,7,24,139,6,4,1850
3388,58907.6,49129.4,895,2987,17,20,307,3,1,27000
3389,4033.6,6857.8,76659,1086,7,11,382,6,7,1050
3391,26061,24635.5,95434,1968,21,1,59,3,5,13600
3392,5831,7049.8,69977,1198,7,28,161,6,9,1300
3393,20000,19500,25247,1956,8,24,207,3,2,6500
3394,1936.98,13254.3,27926,1598,17,28,269,3,1,8400
3395,4033.6,9648.9,138449,1498,17,20,48,6,11,1250
3397,15760.96667,6878.1,315,2143,17,20,95,3,0,20300
3398,2700,5000,179873,1796,0,18,305,6,20,325
3399,8149.953,11975.6,10995,999,7,28,122,6,1,2450
3400,3995.136,9471.6,217935,1598,17,32,347,6,14,1550
3401,4971.354545,5867.7,2850,1084,7,9,164,6,0,4850
3402,6895.178947,8664.4,19790,1399,8,24,76,6,0,3550
3403,6500.018,6049.2,68534,1396,7,11,385,6,7,2350
3404,6188,7500,77998,1690,8,16,266,6,8,1550
3406,4100.026,3121.9,48477,998,14,6,101,6,9,1800
3407,3899.987,5434.3,172187,1560,14,25,17,3,10,1650
3408,3966.842667,3424.5,13268,998,17,31,86,6,0,4500
3409,5200.062,6944.5,49530,1086,14,11,382,6,8,650
3412,7563,10372.1,11246,1197,7,23,213,6,0,4750
3413,3805.528571,4356.4,136,1497,7,31,377,6,0,6500
3414,8200.052,9286.1,44304,1149,7,26,124,6,4,4350
3415,6249.999,11656.3,113473,1598,7,19,23,6,9,3150
3416,8500.051,6805.3,74471,1199,14,25,20,6,5,4150
3417,10499.965,12690,65123,1364,17,24,76,6,6,5800
3418,16911.75,16771.6,1416,1968,7,1,56,3,0,15300
3419,5099.983,8351.6,87603,1984,17,32,188,6,14,1800
3421,7499.975,5759.6,143415,1991,17,20,88,3,11,3150
3422,5000.023,5844.6,105107,995,17,4,327,6,6,1650
3423,8974.98,8501,28456,998,17,9,164,6,5,3000
3424,15000,13520.5,32504,1395,7,27,229,6,1,4700
3425,7299.936,7372.5,75307,1198,7,28,161,6,5,1850
3427,6500.018,13450,20337,1229,7,24,138,6,9,2850
3428,13000.036,14752.7,17799,1197,7,27,203,6,2,3250
3429,7050.036,6072.8,43421,1198,7,28,161,6,8,1800
3430,5714.28,5871.1,12290,999,14,28,300,6,0,3950
3431,3683.466667,10723.5,1803,1398,17,24,138,6,0,3550
3432,2380,5306.9,241628,2958,7,24,362,3,14,825
3433,11750.06,11222.3,14020,1364,7,24,138,6,2,3650
3434,4750.004,4716.2,142951,1198,7,28,161,6,6,1800
3435,13900,23826.8,7176,1197,14,26,124,6,0,3600
3436,9599.968,8378.9,21806,898,7,7,314,6,2,4600
3438,7098.058333,16396,17820,1968,7,1,290,3,0,13700
3439,3965.5917,7195.6,101779,1198,17,32,284,6,7,2550
3440,3699.948,1678.6,66744,998,7,6,101,6,8,1250
3441,8000.013,3424.8,171106,3199,7,20,109,6,17,1550
3442,3927,11921,255234,1998,17,33,357,3,12,950
3443,5831,15000,186094,1896,8,27,228,3,10,1300
3444,6307,4603,52887,1229,0,24,138,6,9,2600
3445,4046,2890.7,33212,1596,7,8,331,6,15,1250
3446,7299.936,9500,98126,1198,17,28,163,6,4,3250
3447,2941.183333,9491.8,5399,998,7,11,384,6,0,4200
3448,5250.042,21324.3,86572,1349,7,19,9,6,9,925
3449,4128.331667,6789.7,5464,1199,7,6,104,6,0,5000
3450,7199.976,10577,102974,1595,7,1,54,6,10,1650
3451,11500.041,18558.2,105088,2435,17,33,108,6,10,1300
3452,2199.953,3034.5,125953,1198,17,32,173,6,12,650
3453,9401,7434,49406,1248,14,11,382,6,4,3500
3454,3800.027,12697.3,73482,1242,7,8,275,6,7,1100
3455,1599.955,4198.7,159563,1598,17,24,251,6,14,900
3456,26890.8,11179.7,29298,1956,14,24,205,3,1,11900
3457,3414.521875,10733.2,35079,2143,0,20,366,3,1,18800
3458,6399.939,8600,113625,1398,17,24,138,6,6,3100
3459,7199.976,16806.7,62027,1199,17,27,203,3,6,1050
3460,3633.347667,6646,197580,1896,10,32,187,3,13,2000
3461,2160.857143,8478.8,22851,999,7,28,299,6,0,5600
3462,3420.0362,11862,142009,1598,19,31,135,6,12,1950
3465,6500.018,7507.6,78355,1198,7,27,203,6,6,1700
3466,4899.944,4596.4,235874,1992,7,20,48,3,9,1800
3467,5126.182833,5166.2,205399,1997,7,9,309,3,7,4800
3468,5003.624167,9820.4,105320,1799,7,10,123,6,8,4250
3469,20825,19000,50500,1364,8,24,379,6,2,7200
3470,18266.5,21169.7,110414,1968,7,32,278,3,4,5700
3471,6500.018,13000,211493,1560,7,6,106,3,5,1100
3472,5200.062,4496.6,136253,1498,7,20,50,6,11,1450
3474,6806.8,10417,124918,1997,17,6,106,3,7,3400
3475,8145.8475,15775.3,56973,1685,7,11,388,3,3,7500
3476,14200.032,18165.9,23809,1197,7,32,191,6,5,3600
3477,10300.045,11891.6,79280,1560,7,6,92,3,5,3750
3478,13699.994,22373.9,63114,1685,7,11,388,3,6,3800
3479,22500.044,15838.4,38774,1390,7,32,347,6,3,8500
3480,7100.016,8003.5,101213,1248,7,24,252,3,6,3250
3481,15400.028,16782.1,87252,1995,7,2,8,3,6,4700
3482,2999.99,8710.7,187014,1560,7,6,91,3,12,625
3483,7128.1,12794.4,74188,1242,7,8,39,6,9,2100
3484,11781,8576.9,6576,998,7,6,101,6,0,5100
3485,3397.72697,7552.7,4204,1461,14,26,241,3,0,6800
3486,4299.946,7479,71646,998,17,6,101,6,8,1550
3487,16554.6,8166.9,18039,1364,7,24,261,6,0,6500
3488,9639,14000,207171,1598,0,32,277,3,7,3700
3489,1700.034,1164.7,114630,799,17,29,381,3,13,425
3490,3899.987,9967.6,130485,1390,7,32,186,6,14,500
3491,4499.985,6305.8,181639,1870,17,26,241,3,10,2100
3492,6249.999,3508.1,171537,1995,14,26,221,3,10,3400
3493,4998,5814.4,115624,1328,7,30,334,6,9,1650
3494,9800.007,5906.7,120269,1364,14,24,205,6,7,5200
3495,2737,4381.9,157530,1299,7,9,164,6,13,900
3496,3683.466667,19202.4,6623,1398,0,24,138,6,0,1400
3497,9066.6576,11523.8,51591,1197,17,28,300,6,4,5700
3500,18487.4,11619.1,19130,1399,14,24,76,6,0,6600
3501,7735,30000,223394,2993,17,2,38,3,13,1400
3502,4750.004,5465.9,136145,1339,7,10,123,6,11,2850
3503,4165,15000,76032,1598,21,26,124,6,11,1650
3504,5355,5174.4,67426,1242,0,8,39,6,10,2600
3505,5117,8575,306897,1422,7,1,53,3,14,775
3506,4075.75,7101.9,195161,1769,14,23,72,4,14,1050
3507,5081.564706,24270.6,17651,2287,7,24,260,3,1,4200
3508,5133.342667,11359.1,8732,1364,17,24,140,6,3,5700
3509,9899.967,5415.7,105974,1120,17,11,383,3,3,4200
3510,10799.964,12182.8,68126,1586,8,30,313,6,5,3200
3512,3299.989,4474.8,92704,1086,17,15,280,6,9,1100
3514,10680.68,11367.9,2216,1595,14,20,96,6,0,15600
3515,1649.613043,4305.8,21901,999,7,32,282,6,1,6000
3516,5500.061,4742.8,108898,1198,17,32,282,6,7,2650
3517,6100.059,16806.7,78811,1992,17,20,88,3,12,2500
3518,3751.5,19892.6,9621,1968,17,32,278,3,1,7300
3520,11662,9848.5,36955,898,7,26,124,6,4,4750
3521,4165,4912,157813,1246,14,10,210,6,13,1350
3522,4641,4292.3,61439,1198,17,32,282,6,11,1700
3523,15400,12804.9,138692,2967,12,1,293,3,10,6900
3524,2900.03,3904.8,132288,1598,0,31,135,6,12,1450
3526,10710,8962,42417,1197,7,28,161,6,6,3200
3527,5355,7142.9,156059,1834,14,22,117,6,14,325
3528,5699.981,9289.1,83454,1229,7,24,138,6,10,2400
3529,5099.983,7413,228325,1968,17,32,278,3,12,1900
3530,11067,15000,96554,1390,8,32,189,6,8,3000
3531,14161,15000,6125,1398,8,24,138,6,1,4400
3532,10948,9932.6,239254,2993,7,2,43,3,12,3300
3533,8627.5,6402.6,197812,1598,8,32,189,3,7,4250
3534,4499.985,12605,78811,1229,21,24,138,6,12,750
3535,5200.062,5847.5,83697,1198,7,28,161,6,8,1050
3536,4044.5125,5511.3,94653,1248,7,11,383,6,6,1900
3537,7600.054,15000,48844,1242,17,8,39,6,6,1550
3538,16065,13424.3,11404,1084,17,9,164,6,1,8000
3540,5950,6753.3,83413,1390,17,32,177,6,10,1900
3542,4971.354545,3311.2,16419,998,17,9,164,6,0,6500
3543,13361.3,7416.1,200000,2993,12,2,23,3,8,6100
3544,5000.023,5844.6,105107,995,17,4,327,6,6,1850
3546,3200.029,3170,199122,998,17,31,377,6,10,1900
3547,6771.814,5462.7,240100,1896,7,1,56,3,11,2450
3548,7378,6325.4,77370,1198,7,28,161,6,7,2450
3549,1633.988889,3999.8,12523,999,17,32,285,6,0,7000
3550,3800.027,4468.2,135228,1242,17,9,217,6,8,1500
3551,3800.027,6700,147108,1198,7,28,161,6,8,800
3552,4299.946,12773.1,244354,1968,14,32,278,3,12,1500
3553,6800.017,8353.1,38955,1242,7,9,164,6,8,2000
3554,26180,17500,8921,1399,8,24,76,6,1,8000
3555,5500.061,7728.9,38053,1198,0,28,161,6,9,1800
3556,6100.059,5479.2,55418,1498,7,19,9,6,10,2550
3557,5712,7660,76142,1198,7,32,283,6,10,525
3558,19399.975,11086.5,24632,1395,14,1,52,6,3,12600
3559,5799.941,6038.1,53818,999,14,28,122,6,6,1650
3560,14874,4427.1,14211,998,7,9,164,6,0,5500
3562,4462.5,4212.6,148787,1198,7,27,203,6,9,2050
3563,4165,8000.4,182597,2148,7,20,95,3,14,1300
3564,14161,13918.8,145329,1685,0,11,386,3,4,4950
3565,23000,22851.6,21665,1968,17,32,340,3,2,6200
3566,4641,5410.9,179092,1397,14,25,17,6,9,1600
3567,1904,1500,212272,1598,7,24,251,6,14,775
3568,3589.992,4046.8,199214,1596,17,9,166,0,10,2100
3569,4379.869375,9723.3,48341,1198,10,23,267,6,3,4100
3570,6775.027,6168.3,128255,1396,7,11,384,3,6,3700
3571,14705.9,13185,10775,999,17,27,203,6,1,7400
3572,25630.2,15787.6,11345,1395,14,28,333,6,0,11600
3573,3346.063636,5007.7,25967,1395,17,32,343,6,1,13500
3574,4013.239,7905,23373,1498,7,32,183,6,1,8800
3575,5500.061,5577.2,120985,1560,7,25,19,3,6,2400
3576,6307,10784.4,195134,2496,17,1,56,3,15,1350
3577,4128.331667,6969.8,11116,1199,0,6,104,6,0,3900
3578,7098.058333,7833.4,2914,1968,17,1,290,3,0,9400
3579,12815.125,7546.1,2883,1968,7,28,268,3,0,6600
3581,5831,4791.1,61592,999,14,29,381,6,10,1350
3582,8500.051,11011.3,76837,1198,7,23,267,6,5,2150
3583,2633.055556,2253.9,13628,1398,7,24,67,6,1,3700
3584,6485.5,10489.1,188009,1596,7,9,166,6,10,1200
3585,3451,3634.4,245004,1896,17,1,54,3,15,1400
3588,4600.064,4788.6,74296,1242,7,9,217,6,9,1900
3589,17850,8853.9,8813,999,8,27,203,6,1,6400
3590,1633.988889,5631.5,9650,999,17,32,285,6,0,7000
3591,27499.948,26037.5,25499,1995,7,2,22,3,3,9300
3592,4199.986,4249.1,256930,1781,9,1,341,6,18,1050
3593,8699.971,11548.3,63699,1396,7,11,384,6,6,4650
3594,11186,10712.9,65262,1390,8,32,284,6,7,3700
3595,16898,12751.3,64745,1598,7,27,228,3,2,6000
3596,7021,6934.8,146739,1390,7,32,284,6,8,2950
3598,7140,5703.6,67484,1595,17,32,186,6,13,1700
3599,3927,8403.4,111132,1124,7,6,103,6,10,525
3600,3094,3550,137662,1390,7,27,203,6,11,1450
3601,7400.015,6525.2,184251,1968,17,32,278,3,11,2350
3602,6249.999,11656.3,113473,1598,7,19,23,6,9,3300
3603,4400.025,4294.2,87328,1587,7,6,376,4,9,1650
3604,6664,3031.6,227100,2393,14,1,60,6,13,3100
3605,8000.013,9847.3,138818,1995,17,2,0,6,11,3550
3606,3649.968,5308.5,169101,1198,7,28,163,6,11,1200
3607,3326.684667,5023.2,167158,1596,17,9,166,6,11,2100
3608,8999.97,16806.7,205374,1968,7,1,57,3,10,2300
3609,7098.058333,7833.4,2914,1968,17,1,290,3,0,11600
3610,14280,13791.1,54698,1991,17,20,88,3,7,4700
3611,5000.023,6423.4,87306,1198,14,27,203,6,9,1300
3612,1621.15,21456.7,30688,2143,7,20,330,3,1,9700
3613,13193.3,4799.2,8161,1497,7,31,377,5,0,7000
3614,3565.7,16160.8,8201,998,7,9,166,6,0,3850
3615,10353,9555,42527,1197,8,27,345,6,5,3150
3616,6426,7404.3,105405,1198,7,32,283,6,9,1550
3617,8000.013,20000,359609,2461,17,32,338,3,12,3450
3618,2142,2182.6,118171,1108,7,8,275,6,11,875
3619,5999.98,8000,137994,1781,14,32,277,6,13,1450
3620,9877.006349,3622.7,21212,1499,17,2,371,6,1,12500
3621,6902,5333.3,95942,1398,7,24,139,6,8,1750
3622,1476.585714,6483,25987,1149,17,26,124,6,1,3850
3623,6899.977,4652.8,72780,1328,0,30,212,6,9,3650
3625,3699.948,3513.8,67298,1299,7,9,164,6,12,1050
3626,7735,19690,126686,1992,0,20,88,3,11,900
3627,19968.795,9450.1,71487,1499,8,2,256,6,3,7600
3628,8092,6145.5,70660,1397,7,2,255,6,8,2800
3629,7110.25,4984.7,93973,1598,17,25,18,6,10,2450
3630,2975,2331.7,137494,1388,7,9,164,6,12,900
3631,6899.977,5509.6,185052,1390,9,32,189,6,7,3050
3633,6426,7500,113119,1397,8,25,17,6,7,1900
3634,10115,10961.6,26806,1229,14,24,138,6,4,4400
3635,10700.004,6447.4,41748,999,7,32,282,6,3,5900
3636,4564.81025,9271.2,33365,1198,7,28,161,6,9,1700
3637,6307,7188.9,174369,1598,8,27,203,6,8,2850
3638,4849.964,5854.2,82119,1388,0,9,166,6,10,1600
3639,4013.239,7167.9,22855,1498,11,32,183,6,1,9000
3641,2687.416667,3632.5,220898,2771,17,32,277,6,14,700
3642,6545,4970.7,61261,1229,7,24,139,6,9,2650
3643,8330,6292.5,36112,998,7,30,121,6,2,2400
3644,8367.504833,5864.4,116618,1598,7,32,191,3,6,4700
3645,6500.018,6191.9,51229,1598,7,7,314,6,6,3150
3646,7700.014,8443.6,114887,1995,0,2,32,6,10,3050
3647,4600.064,5672.1,183917,1598,14,24,77,6,10,1950
3648,20168.1,15016.8,63822,1995,7,2,32,3,3,10400
3649,3332,4287.7,163577,1998,7,20,97,6,17,450
3650,899.1111111,11622.8,9750,1368,7,14,133,6,0,6600
3651,6899.977,13283.2,80005,1598,17,26,318,6,8,2300
3652,5355,2333.7,112941,1596,7,9,174,6,10,1600
3653,11781,8545.2,92234,2034,7,20,88,6,9,3550
3654,32773.1,15250.9,7492,1968,17,1,54,3,0,15300
3655,4462.5,4581,90685,1596,17,9,166,6,12,1250
3656,11400,9675.4,76185,1197,17,27,228,6,4,4350
3657,23562,18500,5507,1199,8,24,143,6,1,9500
3658,13923,16500,38266,998,7,9,89,6,4,3700
3659,15760.96667,18323.9,1372,2996,7,20,95,6,0,22500
3660,5756.149,4632,208754,1798,14,32,272,6,9,3050
3661,2618,1653.7,136784,1422,14,32,173,3,12,975
3662,7735,10924.4,126569,2488,8,26,221,6,9,2350
3664,8687,13500,74764,1398,7,24,139,6,6,1450
3665,2857.1,4553.7,247696,1995,14,26,159,3,12,950
3666,9418.493,13574.2,32463,1395,8,27,228,6,4,6000
3667,6426,5777.2,46245,1242,17,9,217,6,8,2100
3668,3049.97,7145.5,165659,1598,7,24,251,6,12,1350
3669,2755.092857,4199.3,7737,999,7,32,282,6,0,6900
3670,12249.979,7981,179356,2993,7,2,372,3,9,6500
3671,6442.566667,7182.4,3730,1968,14,27,228,3,0,8700
3672,4013.239,3659.5,22676,1395,0,32,183,6,1,7100
3673,7310.9,7909,130052,1699,7,20,48,6,9,1850
3674,7000.056,11472.1,162918,1984,14,32,186,6,12,2200
3676,18340.3,17628.9,18586,1197,17,23,294,6,0,9000
3677,6500.018,5912.1,23349,1149,17,7,314,6,2,2100
3678,4873.9,8000,91760,1596,7,33,105,6,10,2000
3679,4499.985,8651,162450,1992,7,20,88,3,12,1650
3680,4522,15000,148246,1560,17,19,23,3,11,675
3682,2647.066667,6566,12710,1598,7,1,51,3,0,6000
3683,12499.998,10910.5,142933,1390,14,32,347,6,8,5700
3684,14875,12500,63299,1395,7,27,228,6,4,3100
3685,12852,6579,102870,1997,14,26,241,6,9,3700
3687,2337.16,1723.7,181566,1596,0,9,169,6,16,400
3689,9663.9,3163.8,2672,1242,7,8,39,6,0,4850
3690,6800.017,14705.9,202506,2171,7,2,42,6,13,2650
3692,6396.85625,35000,1922,1595,7,20,87,6,0,7000
3693,3150.049,4883.6,121668,1587,14,25,27,6,15,750
3694,19747.9,10646.5,18953,1968,14,32,183,3,1,7900
3696,26596.6,13022,3443,1395,7,32,278,6,0,6700
3697,19747.9,10646.5,18953,1968,14,32,183,3,1,6200
3698,11602.5,13031.4,90428,1364,7,24,76,6,5,4900
3699,32773.1,15250.9,7491,1968,17,1,54,3,0,16600
3700,5900.7375,6016.4,7666,1968,7,32,183,3,0,6800
3701,15126,19886.9,89673,1968,7,32,322,3,7,5100
3702,1936.98,15415.3,20265,1395,17,28,269,6,0,6800
3703,8211,11000,60852,1242,8,30,334,6,7,2600
3704,4522,6500,129698,1598,8,24,76,6,12,875
3705,2900.03,2439.6,133364,1998,7,26,248,6,10,1650
3706,14285.7,35957.3,79996,1969,7,33,358,3,2,4300
3707,3500.028,12605,155819,1798,0,9,166,6,12,425
3708,6396.85625,7363.1,9215,1595,7,20,87,6,0,8200
3709,4899.944,5887.2,180012,1896,7,32,347,3,13,1800
3710,18300,17000,27767,1956,8,24,379,3,1,7400
3712,5474,6750,75136,1198,7,32,283,6,10,975
3713,5831,5592.1,41896,998,14,11,382,6,4,3650
3715,10499.965,15400,6291,998,17,11,382,6,1,3000
3717,7299.936,6020.8,160638,2521,17,9,166,6,12,3950
3718,16722.7,15643.6,12087,2191,17,19,23,3,1,6600
3719,17255,7732.7,205737,3498,7,20,110,6,10,4600
3720,14161,9323,56522,875,7,8,39,6,3,6500
3721,8715.341833,10930.3,43570,1198,7,23,253,6,3,4000
3722,3332,5882.4,52893,1399,8,4,218,6,11,575
3723,5236,3993.2,140413,1399,14,9,164,3,8,1900
3724,5643.2125,5835.2,21924,1798,7,31,84,6,0,7300
3725,4128.331667,6789.7,5464,1199,7,6,104,6,0,3000
3726,1159.9882,2764.3,127789,1242,7,9,217,6,4,1750
3727,1984.125926,2416.6,7107,1242,7,8,39,6,1,5100
3728,5712,2689,190870,1997,7,25,26,3,11,1750
3729,8687,7827,120343,1461,8,7,153,3,6,4200
3730,6899.977,9635.7,51606,1598,17,32,188,6,14,1950
3732,2455.1009,5029.5,183516,1595,14,1,54,6,15,2100
3733,9758,20531,120439,1390,14,28,268,6,8,2300
3734,16362.5,8000,59307,1686,8,24,379,3,4,5100
3735,7616,6756.2,130404,1499,7,9,164,3,4,2700
3736,23086,12152.3,41541,1395,8,27,228,6,2,8500
3737,6200.019,5756,35607,1242,17,9,217,6,8,2700
3738,16050.4,9288,10514,1950,7,20,154,3,0,18100
3739,12521,16326.2,36391,1598,14,24,76,3,1,5900
3740,2499.952,4477,153679,1390,17,32,283,6,15,700
3742,4637.128788,1798.1,16149,1398,7,24,140,6,0,4750
3743,6200.019,9159.7,181599,1560,17,25,31,3,7,2750
3744,3781.514286,5005.1,7155,2143,17,20,95,3,2,9600
3745,16065,22800,65768,1798,14,31,135,6,7,4750
3746,3629.5,10084,117570,1149,18,7,314,6,5,1450
3747,7021,6318.3,78360,1598,14,32,185,6,13,2150
3748,4199.986,3943.3,72619,999,7,29,381,6,11,1800
3749,4013.239,6748,20881,1968,17,32,183,3,1,7800
3750,5831,5147.1,30126,1242,17,8,275,6,8,1450
3751,2755.092857,5660.8,7860,999,0,32,282,6,0,7800
3752,12199.999,11169.8,49353,1998,17,31,84,3,5,4650
3753,10799.964,10832.6,24590,1398,7,24,138,6,3,5700
3754,4621.754455,6356.2,181619,1598,19,24,76,6,9,2500
3755,7647.05,5280.2,7654,1560,17,25,11,3,0,5400
3756,3565.7,6838.8,18637,998,17,9,166,6,0,4100
3758,8330,16806.7,188833,1598,0,32,189,3,7,1650
3759,5099.983,16806.7,201373,1968,17,32,272,3,11,1100
3761,3332,3789.4,98292,1108,7,8,275,6,9,925
3763,6307,9936.3,95694,1798,14,19,45,6,12,950
3764,17255,16786,51532,1591,17,15,120,6,3,6500
3765,5712,12605,126223,1598,17,24,76,6,11,1650
3766,8449,12521,17450,999,17,22,326,6,1,1500
3767,15700,22674.7,40806,1499,7,2,8,6,3,4900
3768,5355,6877,101554,1149,14,26,352,6,6,1950
3769,6069,5233.1,176274,1997,9,6,106,3,9,2700
3770,10710,12350,149954,1685,7,11,386,3,7,4750
3771,5200.062,5558.6,132533,1595,17,32,183,6,13,2350
3772,3399.949,7142.9,116113,1242,7,9,217,6,9,750
3773,12700.037,11175,16431,1248,8,11,382,6,1,5200
3774,10680.68,7158.6,3597,1595,17,20,96,6,0,14400
3775,7497,13600,93965,1390,14,32,347,6,11,1250
3776,16898,12927.5,71757,1390,7,32,189,6,6,5300
3777,13650.014,11736.2,80182,1997,7,6,106,3,4,4050
3779,3966.842667,2242.4,14359,998,7,31,86,6,0,3400
3780,16743.7,25200,3175,1498,7,9,166,6,1,3050
3781,2999.99,3080.4,141985,1390,7,7,314,6,9,975
3782,2832.2,3449.6,150067,1242,14,8,200,6,12,875
3783,15946,19656.9,10423,1390,7,32,189,6,7,4000
3784,6188,6096.3,45927,1248,14,11,382,6,9,2100
3785,2453.78,11531.6,10204,1197,7,28,299,6,1,3650
3787,5600.021,5698.4,96946,1595,7,32,187,6,13,2400
3788,13499.955,13293,113072,1995,7,2,371,3,7,5900
3789,15756.3,3259.3,19202,1368,14,14,302,6,1,6200
3790,1649.613043,3123.5,15711,999,7,32,282,6,1,5700
3791,2973.81,4451.6,159437,1198,7,32,282,6,14,375
3792,5500.061,7708.4,131695,1796,0,24,76,6,9,1950
3793,8591.205,9534.4,60178,1461,8,7,233,3,5,2700
3794,8900.01,7913.2,147876,1798,14,1,56,6,10,3600
3795,13090,12139.9,49895,1796,7,20,97,6,10,4700
3796,23205,18709,15510,999,7,28,268,6,1,7900
3797,23502.5,19166.8,32363,1997,7,6,152,3,2,8300
3798,15351,24550,130980,1997,17,25,29,3,4,3300
3799,11543,10148.4,36566,998,8,31,377,6,4,4500
3801,20111,14500,39969,1498,8,9,100,6,3,6100
3802,10591,9723,61704,1796,8,24,379,6,9,3350
3803,5414.5,10100,37670,998,7,6,101,6,8,1350
3804,47184.9,10977.6,740,2993,7,13,374,3,0,25750
3805,2900.03,3904.8,132288,1598,0,31,135,6,12,1300
3808,6699.938,5125.2,54576,1198,17,27,204,6,5,2650
3809,9520,10519.9,58368,1390,8,32,284,6,7,2600
3810,9520,18000,188791,1956,8,24,205,3,9,2900
3811,15760.96667,11657.9,1406,1595,7,20,95,6,0,11100
3812,8187.2,6946.1,147325,1390,7,1,54,6,10,2650
3814,8200.052,11004.9,54420,1198,17,32,284,6,6,3150
3815,2199.953,11000,87580,1124,17,6,103,6,11,750
3817,10084,8465.5,10061,1229,14,24,67,6,0,2900
3818,11305,10000,100564,1362,8,24,76,6,6,3950
3819,8879.823059,4851.3,15621,1364,7,24,260,6,0,11300
3820,6902,7546,84611,1396,7,11,384,6,7,2600
3821,24097.5,18557.3,44765,1968,7,27,228,3,2,6800
3822,3272.5,7428,123354,1388,17,9,164,6,11,825
3823,4109.618182,7432.1,21844,1197,7,28,161,6,6,1950
3824,12899.957,13411.3,11810,1995,7,2,8,3,6,5600
3825,15899.947,19935.2,111700,1995,7,2,5,3,6,5600
3826,10591,14285.7,43277,1498,17,20,88,6,10,3000
3828,3570,4282.1,232859,1461,17,26,259,3,13,650
3829,5890.5,6073.7,139179,1242,17,9,164,6,9,1850
3830,8211,10600,214050,1995,7,2,4,3,9,1450
3831,9200.009,4834.1,151308,1995,7,24,367,3,7,6100
3832,8925,9679.4,197458,2497,17,2,38,3,11,2100
3833,899.1111111,13858.8,12565,1956,9,14,133,3,1,12900
3834,4789.92,30000,1001,1199,0,24,202,6,0,3800
3835,4889.845946,9827.5,14623,2143,7,20,95,3,1,13400
3836,5831,18991.6,149983,1995,7,31,301,3,15,1100
3837,3599.988,2987.5,74220,698,7,29,171,6,12,1350
3839,5371.74925,8028.9,111551,1598,17,19,23,6,10,2000
3840,14200.032,7468.1,177068,2987,17,20,95,3,6,7300
3841,4450,7888.2,232101,2148,17,20,155,3,14,1450
3842,11000,15805.2,193156,1995,17,2,371,6,7,5900
3843,12971,12500,53219,1364,8,24,76,6,7,3650
3844,17850,12605,208803,1390,17,32,319,6,8,4250
3845,4700.5,3737.8,247611,1968,7,32,277,3,9,1950
3846,4938.5,7589.9,119238,1598,7,25,18,6,10,1400
3847,6188,7900,83139,1690,8,16,266,6,8,1800
3848,14399.952,35000,118298,1796,19,20,88,3,5,4650
3850,3500.028,2312.2,190809,1998,7,19,45,3,12,650
3851,12499.998,11241.8,45441,1197,7,7,153,6,3,6700
3852,27563,27107.9,25164,1984,7,32,193,6,0,14000
3854,5500.061,3595.5,205131,2720,7,6,107,3,10,2300
3855,599.998,12605,220977,1343,21,15,303,6,13,175
3856,14042,7491.8,24935,1398,8,24,138,6,1,5900
3857,4700.5,7155.8,154920,1229,17,24,139,6,8,2350
3858,8449,11765,129037,1995,7,2,8,6,8,1600
3859,2845.508167,6104.9,241111,1910,7,24,77,3,11,1100
3860,8500.051,10554.1,6156,1598,7,26,241,6,4,4850
3861,7735,8095.6,17832,1149,8,26,127,6,9,1300
3862,20349,948.4,52882,1560,7,33,356,3,3,6100
3863,10900.4,7697.3,69835,1396,17,11,384,6,7,3750
3864,4165,5111.6,126199,1598,7,24,76,6,13,1950
3865,7378,5732,125062,2171,7,2,44,6,14,2150
3866,6545,6733.9,139056,1910,14,24,76,3,11,1500
3867,8330,6077.8,114848,1995,13,2,8,6,11,3500
3868,7824.672727,7537.9,31657,1499,14,9,166,3,1,5100
